"","case.id","sex","length","diameter","height","whole.weight","shucked.weight","viscera.weight","shell.weight","rings"
"3424",3425,"M",0.64,0.51,0.17,1.3715,0.567,0.307,0.409,10
"1187",1187,"F",0.685,0.54,0.215,1.7025,0.664,0.3655,0.4735,14
"2902",2903,"I",0.56,0.435,0.13,0.777,0.354,0.173,0.222,9
"1305",1306,"F",0.54,0.42,0.145,0.8655,0.4315,0.163,0.2175,10
"2212",2213,"F",0.595,0.495,0.235,1.366,0.5065,0.219,0.52,13
"981",981,"F",0.55,0.445,0.155,0.9905,0.544,0.178,0.218,9
"3546",3547,"I",0.475,0.35,0.115,0.498,0.2375,0.099,0.14,7
"2668",2669,"F",0.585,0.435,0.14,0.6955,0.3085,0.129,0.2245,8
"715",715,"M",0.35,0.255,0.08,0.1915,0.08,0.0385,0.063,9
"1007",1007,"M",0.605,0.47,0.165,1.2315,0.6025,0.262,0.2925,11
"1765",1766,"I",0.375,0.245,0.1,0.394,0.166,0.091,0.1125,6
"1899",1900,"M",0.575,0.45,0.13,0.785,0.318,0.193,0.2265,9
"3280",3281,"M",0.69,0.54,0.185,1.6195,0.533,0.353,0.555,24
"3898",3899,"F",0.565,0.46,0.15,0.8765,0.3455,0.1925,0.275,10
"3853",3854,"F",0.57,0.465,0.155,0.9685,0.446,0.261,0.255,9
"1241",1241,"I",0.38,0.275,0.11,0.256,0.11,0.0535,0.0755,6
"3304",3305,"F",0.57,0.435,0.14,0.8085,0.3235,0.183,0.22,16
"1238",1238,"I",0.375,0.275,0.095,0.2465,0.11,0.0415,0.0775,6
"275",275,"M",0.63,0.515,0.155,1.259,0.4105,0.197,0.41,13
"1594",1595,"I",0.525,0.4,0.14,0.654,0.305,0.16,0.169,7
"3256",3257,"F",0.575,0.48,0.15,0.8745,0.375,0.193,0.29,12
"247",247,"I",0.32,0.245,0.08,0.1585,0.0635,0.0325,0.05,13
"65",65,"M",0.52,0.4,0.12,0.58,0.234,0.1315,0.185,8
"2155",2156,"M",0.58,0.46,0.165,1.2275,0.473,0.1965,0.435,16
"3575",3576,"M",0.6,0.47,0.15,0.928,0.4225,0.183,0.275,8
"1097",1097,"I",0.475,0.35,0.1,0.4545,0.2165,0.111,0.115,7
"903",903,"I",0.305,0.22,0.07,0.141,0.062,0.031,0.037,5
"3715",3716,"M",0.78,0.6,0.21,2.548,1.1945,0.5745,0.6745,11
"587",587,"I",0.52,0.425,0.17,0.6805,0.28,0.174,0.195,10
"3925",3926,"F",0.47,0.35,0.115,0.487,0.1955,0.127,0.155,8
"91",91,"M",0.565,0.425,0.135,0.8115,0.341,0.1675,0.255,15
"713",713,"I",0.28,0.205,0.055,0.1135,0.045,0.0275,0.0335,7
"2399",2400,"F",0.53,0.43,0.17,0.775,0.35,0.152,0.235,17
"2872",2873,"I",0.4,0.315,0.09,0.3245,0.151,0.073,0.088,8
"4004",4006,"F",0.555,0.43,0.14,0.7545,0.3525,0.1835,0.2015,9
"94",94,"F",0.625,0.495,0.165,1.262,0.507,0.318,0.39,10
"2239",2240,"F",0.46,0.36,0.115,0.4755,0.2105,0.105,0.16,8
"3927",3928,"I",0.5,0.38,0.155,0.6675,0.2745,0.156,0.18,12
"3403",3404,"I",0.35,0.265,0.11,0.209,0.066,0.059,0.075,9
"1910",1911,"F",0.58,0.5,0.165,0.925,0.37,0.185,0.3005,10
"2241",2242,"F",0.435,0.32,0.12,0.3785,0.152,0.0915,0.125,11
"2306",2307,"F",0.65,0.5,0.165,1.1445,0.485,0.218,0.365,12
"1339",1340,"F",0.58,0.445,0.15,0.858,0.4,0.156,0.253,8
"2309",2310,"M",0.47,0.375,0.13,0.5795,0.2145,0.164,0.195,13
"3537",3538,"I",0.43,0.325,0.105,0.309,0.119,0.08,0.098,6
"2235",2236,"M",0.6,0.48,0.175,1.229,0.4125,0.2735,0.415,13
"2315",2316,"M",0.575,0.435,0.15,0.805,0.293,0.1625,0.27,17
"2751",2752,"F",0.515,0.395,0.135,0.516,0.2015,0.132,0.162,9
"3077",3078,"M",0.685,0.51,0.165,1.545,0.686,0.3775,0.4055,10
"3605",3606,"I",0.495,0.375,0.115,0.5755,0.31,0.1145,0.1395,8
"3489",3490,"F",0.53,0.42,0.14,0.627,0.2905,0.1165,0.183,8
"1239",1239,"I",0.375,0.28,0.08,0.2025,0.0825,0.048,0.065,8
"1615",1616,"I",0.55,0.425,0.15,0.7665,0.339,0.176,0.21,8
"2450",2451,"F",0.42,0.33,0.125,0.463,0.186,0.11,0.145,10
"99",99,"M",0.47,0.37,0.13,0.5225,0.201,0.133,0.165,7
"1965",1966,"M",0.66,0.51,0.175,1.218,0.5055,0.303,0.37,11
"2044",2045,"F",0.4,0.305,0.16,0.368,0.173,0.0705,0.105,7
"1230",1230,"I",0.365,0.27,0.085,0.1875,0.081,0.042,0.058,6
"3642",3643,"I",0.465,0.355,0.12,0.4975,0.2375,0.099,0.14,8
"2802",2803,"M",0.65,0.52,0.155,1.368,0.6185,0.288,0.365,9
"2506",2507,"I",0.375,0.3,0.075,0.144,0.059,0.03,0.044,7
"974",974,"M",0.525,0.4,0.14,0.7325,0.334,0.1575,0.17,11
"3202",3203,"F",0.62,0.485,0.22,1.511,0.5095,0.284,0.51,17
"476",476,"M",0.53,0.415,0.175,0.7395,0.261,0.1395,0.2645,17
"3260",3261,"F",0.56,0.435,0.125,0.8775,0.3345,0.2145,0.29,13
"1179",1179,"F",0.65,0.5,0.19,1.464,0.6415,0.339,0.4245,9
"2537",2538,"I",0.66,0.525,0.215,1.786,0.6725,0.3615,0.4065,11
"517",517,"M",0.4,0.29,0.115,0.2795,0.1115,0.0575,0.075,9
"672",672,"F",0.5,0.38,0.155,0.655,0.2405,0.143,0.205,17
"1576",1577,"I",0.49,0.375,0.115,0.4615,0.204,0.0945,0.143,8
"3048",3049,"I",0.59,0.47,0.145,0.974,0.453,0.236,0.289,8
"3059",3060,"F",0.625,0.515,0.155,1.1635,0.4875,0.259,0.355,11
"1071",1071,"I",0.375,0.275,0.1,0.2325,0.1165,0.042,0.065,6
"1608",1609,"I",0.545,0.4,0.13,0.686,0.3285,0.1455,0.18,9
"2870",2871,"I",0.37,0.27,0.09,0.1855,0.07,0.0425,0.065,7
"3468",3469,"F",0.665,0.52,0.165,1.6885,0.7295,0.407,0.4265,11
"2133",2134,"M",0.44,0.35,0.11,0.4585,0.2,0.0885,0.13,9
"727",727,"M",0.4,0.305,0.085,0.297,0.108,0.0705,0.1,10
"2426",2427,"I",0.565,0.435,0.155,0.782,0.2715,0.168,0.285,14
"3620",3621,"F",0.64,0.5,0.17,1.2645,0.565,0.3375,0.315,9
"827",827,"I",0.395,0.29,0.095,0.304,0.127,0.084,0.077,6
"1507",1508,"F",0.645,0.515,0.175,1.546,0.7035,0.365,0.415,10
"1212",1212,"I",0.245,0.205,0.06,0.0765,0.034,0.014,0.0215,4
"222",222,"F",0.47,0.35,0.145,0.5175,0.187,0.1235,0.18,11
"2973",2974,"M",0.735,0.59,0.205,2.087,0.909,0.474,0.625,12
"4117",4119,"M",0.65,0.525,0.185,1.3455,0.586,0.278,0.3865,9
"2964",2965,"M",0.67,0.525,0.17,1.4005,0.715,0.3025,0.387,9
"1488",1489,"M",0.6,0.465,0.2,1.259,0.6405,0.1985,0.357,9
"825",825,"I",0.385,0.3,0.1,0.2895,0.1215,0.063,0.09,7
"3862",3863,"M",0.475,0.37,0.125,0.655,0.266,0.1725,0.185,10
"1829",1830,"I",0.365,0.27,0.085,0.197,0.0815,0.0325,0.065,6
"1806",1807,"M",0.625,0.49,0.185,1.169,0.5275,0.2535,0.344,11
"809",809,"F",0.44,0.34,0.13,0.4195,0.153,0.1155,0.13,10
"443",443,"F",0.505,0.425,0.14,0.85,0.275,0.1625,0.285,19
"2528",2529,"F",0.6,0.475,0.135,1.4405,0.5885,0.191,0.3175,9
"3134",3135,"M",0.46,0.36,0.125,0.547,0.2165,0.1105,0.19,8
"3310",3311,"F",0.62,0.485,0.165,1.166,0.483,0.238,0.355,13
"4164",4166,"I",0.405,0.3,0.085,0.3035,0.15,0.0505,0.088,7
"1123",1123,"M",0.545,0.415,0.14,0.82,0.4615,0.127,0.218,9
"415",415,"F",0.605,0.495,0.17,1.2385,0.528,0.2465,0.39,14
"505",505,"F",0.625,0.485,0.19,1.1745,0.4385,0.2305,0.42,17
"1822",1823,"M",0.72,0.56,0.18,1.5865,0.691,0.375,0.4425,11
"2949",2950,"M",0.635,0.515,0.16,1.2075,0.5385,0.282,0.345,11
"3317",3318,"M",0.265,0.2,0.065,0.084,0.034,0.0105,0.03,7
"3729",3730,"M",0.51,0.38,0.135,0.681,0.3435,0.142,0.17,9
"1760",1761,"F",0.75,0.565,0.215,1.938,0.7735,0.4825,0.575,11
"933",933,"I",0.445,0.35,0.13,0.4195,0.1695,0.0945,0.1195,7
"1850",1851,"I",0.485,0.36,0.12,0.5155,0.2465,0.1025,0.147,8
"2217",2218,"F",0.515,0.415,0.13,0.764,0.276,0.196,0.25,13
"1987",1988,"I",0.16,0.11,0.025,0.0195,0.0075,0.005,0.006,4
"2735",2736,"I",0.42,0.315,0.11,0.4025,0.1855,0.083,0.1015,8
"371",371,"F",0.65,0.545,0.165,1.566,0.6645,0.3455,0.415,16
"3685",3686,"M",0.62,0.48,0.165,1.0855,0.481,0.2575,0.305,10
"3694",3695,"M",0.65,0.495,0.16,1.2075,0.55,0.2695,0.32,10
"3839",3840,"M",0.52,0.425,0.125,0.79,0.372,0.205,0.19,8
"611",611,"F",0.44,0.345,0.17,0.4085,0.15,0.0825,0.1515,12
"1679",1680,"F",0.62,0.515,0.155,1.3255,0.6685,0.2605,0.335,12
"79",79,"F",0.555,0.425,0.14,0.788,0.282,0.1595,0.285,11
"122",122,"I",0.385,0.295,0.085,0.2535,0.103,0.0575,0.085,7
"2713",2714,"I",0.25,0.175,0.06,0.0635,0.0275,0.008,0.02,4
"4013",4015,"M",0.625,0.48,0.175,1.065,0.4865,0.259,0.285,10
"3706",3707,"F",0.675,0.535,0.185,1.5575,0.7035,0.402,0.4,11
"2247",2248,"F",0.47,0.365,0.12,0.543,0.2295,0.1495,0.15,9
"1107",1107,"I",0.51,0.4,0.125,0.5575,0.2615,0.1195,0.1525,9
"3936",3937,"F",0.475,0.4,0.115,0.541,0.186,0.1025,0.21,13
"395",395,"I",0.345,0.275,0.095,0.1995,0.0755,0.0535,0.07,6
"1543",1544,"I",0.365,0.27,0.085,0.2225,0.0935,0.0525,0.066,7
"2987",2988,"M",0.555,0.405,0.19,1.406,0.6115,0.342,0.389,10
"3271",3272,"M",0.52,0.425,0.155,0.7735,0.297,0.123,0.255,17
"2035",2036,"M",0.66,0.515,0.195,1.5655,0.7345,0.353,0.386,9
"671",671,"M",0.475,0.385,0.145,0.6175,0.235,0.108,0.215,14
"2898",2899,"I",0.55,0.435,0.165,0.804,0.34,0.194,0.244,8
"3166",3167,"F",0.64,0.54,0.175,1.571,0.627,0.271,0.475,18
"1877",1878,"I",0.54,0.39,0.125,0.6255,0.2525,0.158,0.19,8
"2705",2706,"M",0.7,0.55,0.2,1.523,0.693,0.306,0.4405,13
"2539",2540,"F",0.675,0.555,0.205,1.925,0.713,0.358,0.4535,13
"3214",3215,"F",0.57,0.495,0.16,1.0915,0.452,0.275,0.315,14
"708",708,"F",0.345,0.26,0.09,0.207,0.0775,0.0435,0.0765,10
"2796",2797,"M",0.63,0.525,0.195,1.3135,0.4935,0.2565,0.465,10
"800",800,"F",0.425,0.345,0.11,0.3665,0.125,0.081,0.117,11
"1512",1513,"F",0.65,0.5,0.16,1.3825,0.702,0.304,0.3195,9
"3063",3064,"F",0.635,0.49,0.155,1.145,0.4775,0.3035,0.3155,9
"3859",3860,"F",0.57,0.44,0.19,1.018,0.447,0.207,0.265,9
"641",641,"M",0.325,0.24,0.085,0.173,0.0795,0.038,0.05,7
"512",512,"F",0.455,0.35,0.14,0.5185,0.221,0.1265,0.135,10
"3885",3886,"I",0.41,0.33,0.105,0.335,0.1525,0.074,0.11,7
"1727",1728,"M",0.66,0.53,0.195,1.5505,0.6505,0.3295,0.495,10
"4062",4064,"F",0.63,0.515,0.16,1.336,0.553,0.3205,0.35,11
"2185",2186,"M",0.445,0.34,0.12,0.4475,0.193,0.1035,0.13,9
"1903",1904,"M",0.575,0.445,0.145,0.876,0.3795,0.1615,0.27,10
"3687",3688,"I",0.625,0.485,0.16,1.15,0.5255,0.257,0.3315,11
"2819",2820,"I",0.375,0.265,0.095,0.196,0.085,0.042,0.0585,5
"3279",3280,"F",0.655,0.53,0.19,1.428,0.493,0.318,0.565,18
"1483",1484,"M",0.59,0.44,0.15,0.8725,0.387,0.215,0.245,8
"555",555,"I",0.485,0.39,0.125,0.591,0.287,0.141,0.12,9
"3074",3075,"M",0.675,0.52,0.145,1.3645,0.557,0.3405,0.385,11
"293",293,"M",0.61,0.475,0.165,1.116,0.428,0.2205,0.315,15
"581",581,"F",0.625,0.49,0.175,1.233,0.5565,0.247,0.365,11
"3804",3805,"I",0.355,0.27,0.1,0.2255,0.11,0.042,0.064,7
"1078",1078,"I",0.42,0.32,0.11,0.3625,0.174,0.0635,0.105,7
"390",390,"I",0.465,0.375,0.12,0.471,0.222,0.119,0.14,9
"1479",1480,"M",0.575,0.46,0.165,0.9155,0.4005,0.2465,0.2385,8
"1929",1930,"M",0.615,0.495,0.2,1.219,0.564,0.227,0.3885,10
"1521",1522,"F",0.68,0.5,0.185,1.741,0.7665,0.3255,0.4685,12
"819",819,"I",0.35,0.25,0.07,0.18,0.0655,0.048,0.054,6
"3193",3194,"M",0.565,0.435,0.185,1.032,0.354,0.2045,0.31,20
"3558",3559,"I",0.55,0.425,0.155,0.8725,0.412,0.187,0.2425,10
"2782",2783,"M",0.6,0.48,0.09,1.05,0.457,0.2685,0.28,8
"2464",2465,"F",0.52,0.405,0.14,0.6915,0.276,0.137,0.215,11
"2410",2411,"F",0.505,0.375,0.115,0.5895,0.2635,0.12,0.167,10
"1667",1668,"F",0.605,0.505,0.18,1.434,0.7285,0.264,0.431,11
"1394",1395,"M",0.64,0.565,0.23,1.521,0.644,0.372,0.406,15
"1551",1552,"I",0.39,0.3,0.09,0.252,0.1065,0.053,0.08,7
"4036",4038,"I",0.54,0.415,0.155,0.702,0.322,0.167,0.19,10
"3484",3485,"I",0.475,0.42,0.16,0.7095,0.35,0.1505,0.1845,8
"236",236,"I",0.295,0.225,0.08,0.124,0.0485,0.032,0.04,9
"1237",1237,"I",0.375,0.275,0.09,0.218,0.093,0.0405,0.0755,6
"729",729,"M",0.505,0.4,0.125,0.77,0.2735,0.159,0.255,13
"1559",1560,"I",0.435,0.335,0.1,0.3295,0.129,0.07,0.11,7
"2643",2644,"I",0.485,0.375,0.13,0.5535,0.266,0.112,0.157,8
"2390",2391,"F",0.455,0.35,0.125,0.4485,0.1585,0.102,0.1335,16
"2977",2978,"I",0.43,0.33,0.1,0.449,0.254,0.0825,0.097,6
"2590",2591,"F",0.58,0.445,0.145,0.888,0.41,0.1815,0.2425,8
"2533",2534,"M",0.63,0.5,0.185,1.362,0.5785,0.3125,0.384,10
"2722",2723,"I",0.375,0.275,0.095,0.2295,0.095,0.0545,0.066,7
"3351",3352,"F",0.51,0.38,0.13,0.584,0.224,0.1355,0.185,13
"1008",1008,"M",0.61,0.47,0.15,1.1625,0.565,0.258,0.3085,11
"1286",1287,"I",0.5,0.395,0.14,0.6215,0.2925,0.1205,0.195,9
"1803",1804,"F",0.615,0.455,0.145,1.1155,0.5045,0.238,0.315,10
"1218",1218,"I",0.315,0.23,0.08,0.1375,0.0545,0.031,0.0445,5
"2459",2460,"F",0.585,0.47,0.17,1.099,0.3975,0.2325,0.358,20
"2348",2349,"M",0.525,0.43,0.165,0.8645,0.376,0.1945,0.2515,16
"3445",3446,"I",0.495,0.4,0.145,0.578,0.2545,0.1305,0.1645,8
"3959",3960,"F",0.68,0.55,0.19,1.807,0.8225,0.3655,0.515,11
"2881",2882,"I",0.495,0.375,0.12,0.614,0.2855,0.1365,0.161,8
"4052",4054,"F",0.625,0.485,0.165,1.2255,0.5075,0.296,0.36,10
"2438",2439,"F",0.515,0.4,0.17,0.796,0.258,0.1755,0.28,16
"4050",4052,"M",0.625,0.5,0.175,1.0565,0.4615,0.258,0.305,10
"1586",1587,"I",0.515,0.35,0.105,0.4745,0.213,0.123,0.1275,10
"2127",2128,"I",0.4,0.31,0.1,0.127,0.106,0.071,0.085,7
"3331",3332,"F",0.51,0.34,0.18,0.7005,0.312,0.165,0.2,11
"3562",3563,"F",0.57,0.42,0.16,0.8875,0.4315,0.1915,0.223,8
"912",912,"I",0.34,0.25,0.07,0.2225,0.104,0.0425,0.055,7
"3486",3487,"F",0.505,0.475,0.16,1.1155,0.509,0.239,0.3065,8
"734",734,"M",0.505,0.38,0.13,0.656,0.227,0.1785,0.22,13
"647",647,"M",0.33,0.215,0.075,0.1145,0.045,0.0265,0.035,6
"2790",2791,"F",0.62,0.48,0.165,1.0125,0.5325,0.4365,0.324,10
"3027",3028,"I",0.5,0.38,0.135,0.5285,0.226,0.123,0.209,8
"1400",1401,"F",0.65,0.59,0.22,1.662,0.77,0.378,0.435,11
"2209",2210,"F",0.55,0.465,0.18,1.2125,0.3245,0.205,0.525,27
"3249",3250,"M",0.3,0.24,0.09,0.161,0.0725,0.039,0.05,6
"1577",1578,"I",0.49,0.4,0.135,0.624,0.3035,0.1285,0.169,8
"1052",1052,"F",0.735,0.6,0.22,2.555,1.1335,0.44,0.6,11
"483",483,"M",0.57,0.465,0.125,0.849,0.3785,0.1765,0.24,15
"1384",1385,"F",0.63,0.485,0.17,1.3205,0.5945,0.345,0.345,9
"1070",1070,"I",0.375,0.28,0.08,0.2345,0.1125,0.0455,0.067,6
"780",780,"F",0.47,0.36,0.145,0.537,0.1725,0.1375,0.195,15
"1001",1001,"F",0.595,0.45,0.15,1.114,0.5865,0.2205,0.25,11
"1099",1099,"M",0.49,0.465,0.125,0.5225,0.235,0.13,0.141,7
"3972",3973,"M",0.415,0.315,0.12,0.4015,0.199,0.087,0.097,8
"2887",2888,"I",0.51,0.4,0.145,0.5775,0.231,0.143,0.177,9
"2535",2536,"F",0.64,0.5,0.18,1.4995,0.593,0.314,0.431,11
"4148",4150,"I",0.28,0.215,0.07,0.124,0.063,0.0215,0.03,6
"4126",4128,"I",0.55,0.445,0.11,0.7935,0.378,0.142,0.26,10
"759",759,"M",0.57,0.44,0.155,1.116,0.4775,0.2315,0.27,13
"24",24,"F",0.55,0.415,0.135,0.7635,0.318,0.21,0.2,9
"399",399,"M",0.535,0.44,0.15,0.6765,0.256,0.139,0.26,12
"1916",1917,"M",0.6,0.46,0.17,1.1805,0.456,0.337,0.329,11
"3219",3220,"M",0.675,0.525,0.175,1.402,0.483,0.3205,0.465,16
"3561",3562,"I",0.57,0.42,0.13,0.7745,0.3535,0.1505,0.2365,9
"3414",3415,"F",0.49,0.37,0.105,0.5265,0.249,0.1005,0.148,7
"1716",1717,"F",0.645,0.48,0.19,1.371,0.6925,0.2905,0.35,12
"2401",2402,"F",0.585,0.415,0.155,0.6985,0.3,0.146,0.195,12
"989",989,"M",0.57,0.46,0.17,0.9035,0.4075,0.1935,0.214,7
"2311",2312,"M",0.35,0.265,0.11,0.2965,0.1365,0.063,0.085,7
"3876",3877,"M",0.545,0.45,0.16,0.8615,0.2925,0.1545,0.365,16
"1426",1427,"F",0.745,0.57,0.215,2.25,1.1565,0.446,0.558,9
"3371",3372,"M",0.33,0.235,0.09,0.163,0.0615,0.034,0.055,10
"3867",3868,"F",0.5,0.39,0.13,0.6355,0.2505,0.1635,0.195,15
"2075",2076,"M",0.595,0.465,0.15,0.919,0.4335,0.1765,0.262,9
"2344",2345,"M",0.67,0.55,0.17,1.247,0.472,0.2455,0.4,21
"2065",2066,"F",0.535,0.42,0.13,0.699,0.3125,0.1565,0.2035,8
"3144",3145,"F",0.625,0.48,0.2,1.3235,0.6075,0.3055,0.355,9
"234",234,"I",0.275,0.215,0.075,0.1155,0.0485,0.029,0.035,7
"2015",2016,"I",0.475,0.365,0.12,0.5185,0.268,0.1095,0.1365,8
"4108",4110,"M",0.48,0.365,0.13,0.5305,0.2405,0.127,0.139,8
"2556",2557,"I",0.38,0.285,0.085,0.237,0.115,0.0405,0.07,6
"1719",1720,"M",0.65,0.525,0.185,1.488,0.665,0.337,0.378,11
"221",221,"F",0.445,0.325,0.125,0.455,0.1785,0.1125,0.14,9
"3735",3736,"M",0.615,0.475,0.15,1.0375,0.476,0.2325,0.283,9
"4118",4120,"I",0.3,0.215,0.05,0.1185,0.048,0.0225,0.042,4
"383",383,"M",0.485,0.4,0.135,0.663,0.313,0.137,0.2,10
"3052",3053,"F",0.595,0.46,0.16,0.921,0.4005,0.2025,0.2875,9
"835",835,"I",0.445,0.325,0.1,0.378,0.1795,0.1,0.089,7
"465",465,"I",0.255,0.195,0.07,0.0735,0.0255,0.02,0.025,6
"311",311,"F",0.63,0.485,0.19,1.2435,0.4635,0.3055,0.39,21
"3099",3100,"M",0.575,0.48,0.15,0.9465,0.4355,0.2605,0.2505,9
"3186",3187,"F",0.47,0.36,0.11,0.4965,0.237,0.127,0.13,6
"925",925,"I",0.425,0.315,0.1,0.377,0.1645,0.072,0.105,6
"1566",1567,"I",0.465,0.37,0.12,0.4365,0.188,0.0815,0.147,9
"1695",1696,"F",0.63,0.5,0.18,1.1965,0.514,0.2325,0.3995,8
"2156",2157,"M",0.61,0.5,0.165,1.2715,0.4915,0.185,0.49,12
"3994",3995,"I",0.185,0.135,0.045,0.032,0.011,0.0065,0.01,4
"814",814,"I",0.255,0.185,0.06,0.088,0.0365,0.021,0.023,5
"592",592,"F",0.37,0.29,0.115,0.25,0.111,0.057,0.075,9
"2863",2864,"M",0.74,0.595,0.19,2.3235,1.1495,0.5115,0.505,11
"669",669,"M",0.55,0.425,0.155,0.9175,0.2775,0.243,0.335,13
"3072",3073,"F",0.66,0.53,0.18,1.5175,0.7765,0.302,0.401,10
"1351",1352,"F",0.595,0.465,0.155,1.026,0.4645,0.112,0.305,12
"2671",2672,"F",0.59,0.46,0.16,1.0115,0.445,0.2615,0.2565,8
"2132",2133,"F",0.52,0.41,0.125,0.6985,0.2945,0.1625,0.215,10
"4081",4083,"I",0.565,0.465,0.15,1.1815,0.581,0.2215,0.3095,9
"1325",1326,"F",0.565,0.45,0.145,0.8495,0.4215,0.1685,0.225,8
"3036",3037,"I",0.55,0.445,0.145,0.783,0.3045,0.157,0.265,11
"3785",3786,"M",0.625,0.495,0.155,1.177,0.5055,0.278,0.345,9
"289",289,"M",0.44,0.355,0.125,0.4775,0.132,0.0815,0.19,9
"3378",3379,"M",0.335,0.255,0.075,0.1635,0.0615,0.0345,0.057,8
"2826",2827,"M",0.5,0.365,0.13,0.5945,0.309,0.1085,0.1535,9
"2113",2114,"I",0.385,0.29,0.09,0.232,0.0855,0.0495,0.08,7
"2839",2840,"F",0.59,0.455,0.15,0.976,0.465,0.2055,0.2765,10
"2976",2977,"I",0.43,0.345,0.115,0.4295,0.212,0.108,0.109,8
"149",149,"I",0.175,0.13,0.055,0.0315,0.0105,0.0065,0.0125,5
"3919",3920,"I",0.565,0.43,0.135,0.8545,0.321,0.1775,0.275,11
"3225",3226,"I",0.44,0.35,0.12,0.375,0.1425,0.0965,0.115,9
"1583",1584,"I",0.51,0.395,0.13,0.6025,0.281,0.143,0.162,7
"3035",3036,"I",0.55,0.405,0.15,0.6755,0.3015,0.1465,0.21,10
"1537",1538,"I",0.35,0.26,0.075,0.18,0.09,0.0245,0.055,5
"3051",3052,"M",0.595,0.48,0.14,0.9125,0.4095,0.1825,0.289,9
"2337",2338,"M",0.56,0.455,0.165,0.86,0.4015,0.1695,0.245,11
"870",870,"M",0.615,0.51,0.15,1.296,0.545,0.3315,0.32,9
"1771",1772,"I",0.455,0.325,0.135,0.82,0.4005,0.1715,0.211,8
"28",28,"M",0.59,0.445,0.14,0.931,0.356,0.234,0.28,12
"3438",3439,"I",0.43,0.335,0.105,0.378,0.188,0.0785,0.09,6
"1582",1583,"I",0.5,0.375,0.14,0.559,0.2375,0.135,0.169,9
"1938",1939,"M",0.625,0.505,0.185,1.1565,0.52,0.2405,0.3535,10
"3622",3623,"M",0.655,0.505,0.165,1.27,0.6035,0.262,0.335,10
"310",310,"M",0.57,0.435,0.145,0.9055,0.3925,0.2355,0.275,10
"2637",2638,"I",0.44,0.335,0.115,0.4215,0.173,0.0765,0.113,7
"614",614,"I",0.495,0.37,0.125,0.4775,0.185,0.0705,0.169,18
"1310",1311,"I",0.545,0.405,0.135,0.5945,0.27,0.1185,0.185,8
"3426",3427,"M",0.71,0.55,0.2,1.9045,0.882,0.44,0.5,13
"1135",1135,"F",0.57,0.445,0.145,0.8775,0.412,0.217,0.22,8
"3259",3260,"M",0.64,0.505,0.165,1.4435,0.6145,0.3035,0.39,18
"1446",1447,"I",0.44,0.34,0.105,0.369,0.164,0.08,0.1015,5
"946",946,"M",0.47,0.365,0.12,0.612,0.327,0.15,0.14,8
"3814",3815,"I",0.38,0.275,0.095,0.2425,0.106,0.0485,0.21,6
"3948",3949,"F",0.53,0.4,0.165,0.772,0.2855,0.1975,0.23,12
"1556",1557,"I",0.415,0.325,0.1,0.313,0.139,0.0625,0.0965,7
"3591",3592,"F",0.65,0.475,0.165,1.3875,0.58,0.3485,0.3095,9
"1649",1650,"I",0.59,0.45,0.145,1.022,0.428,0.268,0.265,10
"748",748,"M",0.52,0.385,0.14,0.6595,0.2485,0.2035,0.16,9
"3034",3035,"M",0.54,0.42,0.19,0.6855,0.293,0.163,0.38,10
"726",726,"F",0.49,0.36,0.11,0.5005,0.161,0.107,0.195,17
"911",911,"I",0.34,0.25,0.075,0.1785,0.0665,0.0455,0.045,5
"1769",1770,"M",0.445,0.32,0.12,0.414,0.199,0.09,0.117,7
"2445",2446,"M",0.5,0.38,0.135,0.5835,0.2295,0.1265,0.18,12
"3064",3065,"M",0.635,0.5,0.18,1.154,0.4405,0.2315,0.387,9
"101",101,"I",0.36,0.265,0.095,0.2315,0.105,0.046,0.075,7
"3498",3499,"M",0.59,0.46,0.145,0.929,0.38,0.24,0.255,10
"1140",1140,"F",0.575,0.47,0.165,0.869,0.435,0.197,0.238,9
"2649",2650,"M",0.505,0.4,0.135,0.723,0.377,0.149,0.178,7
"2749",2750,"I",0.505,0.38,0.135,0.5385,0.2645,0.095,0.165,9
"3646",3647,"I",0.475,0.35,0.125,0.4225,0.1905,0.079,0.1355,9
"2148",2149,"M",0.415,0.31,0.09,0.3245,0.1305,0.0735,0.115,8
"2967",2968,"M",0.68,0.515,0.16,1.2345,0.618,0.2625,0.325,11
"762",762,"F",0.55,0.44,0.155,0.946,0.313,0.1825,0.335,16
"3817",3818,"M",0.475,0.385,0.12,0.562,0.289,0.0905,0.153,8
"501",501,"F",0.58,0.44,0.18,0.854,0.3665,0.1635,0.245,12
"316",316,"I",0.45,0.355,0.11,0.4585,0.194,0.067,0.14,8
"3657",3658,"M",0.535,0.405,0.14,0.7315,0.336,0.156,0.19,7
"687",687,"F",0.535,0.4,0.15,0.8045,0.3345,0.2125,0.21,13
"497",497,"F",0.64,0.52,0.175,1.248,0.4245,0.2595,0.48,12
"214",214,"M",0.5,0.405,0.14,0.6155,0.241,0.1355,0.205,9
"1282",1283,"M",0.5,0.42,0.135,0.6765,0.302,0.1415,0.2065,9
"81",81,"F",0.575,0.445,0.14,0.941,0.3845,0.252,0.285,9
"2294",2295,"M",0.525,0.425,0.12,0.702,0.3335,0.1465,0.22,12
"2992",2993,"I",0.595,0.43,0.165,0.9845,0.4525,0.207,0.2725,8
"853",853,"M",0.565,0.45,0.155,1.0595,0.4735,0.24,0.265,10
